"id","name","entityType","address","city","province","lat","lng","phone","website","officialWebsiteFound","websiteStatus","fnoviRegistrySource","alboMatchStatus","googlePlaceId","googleBusinessStatus","externalReputationSignal","activityStatus","activityConfidence","sourceUrls","evidenceNotes","recommendedProfileStatus","needsManualReview","internalNotes"
"dir_ef61a24ef9e7481f","Ambulatorio Veterinario Saviano Larocca","clinic","","","","44.52983","10.85434","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8db12dd82a51cca9","Ambulatorio Veterinario Artemis","clinic","","","","43.48252","13.08477","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_717adfd2d94f36d7","Carlo Zampieri","clinic","","","","45.58663","11.48989","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d237c0dbfa23afe3","Studio Veterinario Quadrifoglio","clinic","","","","40.84433","14.20076","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_93d80b9d5e4edaad","Ambulatorio Veterinario","clinic","","","","44.78699","10.33335","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_1f7b330aeff9ea2d","Ambulatorio Veterinario Chierese","clinic","","","","44.99958","7.85164","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6d106da31ac55cb2","Clinica Veterinaria Città Di Cantù","clinic","","","","45.74125","9.11799","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_889336336222e279","Centro Veterinario Trinacria","clinic","","","","38.13116","13.33562","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6c606a0dae136e26","Ambulatorio Veterinario","clinic","","","","40.89264","14.79983","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_bb71477011970874","Clinica Veterinaria S.Francesco","clinic","","","","43.03439","12.55763","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_787314759d30b93e","Studio Veterinario","clinic","","","","43.05954","12.57852","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_c81f1a0fa23d788d","Ambulatorio Veterinario S.Anna","clinic","","","","45.93000","8.56168","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_bdc584b43e4e1f47","Villa Gabry S.A.S.","clinic","","","","40.85864","14.47200","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_feca6bb47b6cbe2a","Amb.vVt. ctta' d DpeOa","clinic","","","","45.37611","9.20955","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_7f16c48a91a35eab","Ambulatorio Silla","clinic","","","","44.18027","10.98040","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_952dd764cbe10b14","Ambulatorio Zocca","clinic","","","","44.34426","10.99793","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d4a1fc1c05fd34fd","Clinica Veterinaria San Silvestro","clinic","","","","43.30471","11.92998","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_52589bb4db267a0f","Ambulatorio Veterinario","clinic","","","","43.05624","11.82288","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_a9468a0eac561bd9","Ambulatorio Veterinario","clinic","","","","45.32105","9.13633","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_95dfd088200657f8","Studio Veterinario","clinic","","","","44.49714","8.89854","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_724786044a69cb86","Clinica Veterinaria","clinic","","","","45.35804","9.32800","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_7731448578fd9160","Ambulatorio Veterinario Pulcini E Salvatore","clinic","","","","41.53506","13.64891","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_9ded1c49cf991e0a","Clinica Veterinaria M Schianchi","clinic","","","","44.72709","10.39707","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_73c0370cb55c771c","Ambulatorio Veterinario La Fenice","clinic","","","","45.78511","8.80547","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_0691b9a62f5fde49","Ambulatorio Veterinario","clinic","","","","45.69768","9.21207","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d78f9d31e2386381","Ambulatorio Veterinario Dott.Giovanni Sorbello","clinic","","","","37.60731","15.15854","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_9fe73a0c5ba1d45d","Clinica Veterinaria Borghesiana","clinic","","","","41.85789","12.67425","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_a5c9f124d86cf1e7","Ambulatorio Veterinario","clinic","","","","45.09199","7.69559","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_4f5b8d23486d147b","Ambulatorio Veterinario Dott.aAessio dDiItino","clinic","","","","42.33941","14.15844","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_84fad142e4ece7c3","Ambulatorio Veterinario 2gi Di Giuseppina Alpigiano &cC .S.A.S","clinic","","","","40.32312","9.32835","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_14704a233dc1d092","Ambulatorio Veterinario Associato Bartoli Grimaldi Montanaro","clinic","","","","41.08122","16.77965","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_224a64fe99996f61","Ambulatorio Dr.tTgnetti","clinic","","","","44.61747","10.51211","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_f555f2a70944d30d","Ambulatorio Veterinario Dott.Gino Coccapani","clinic","","","","45.40767","11.00750","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d1efc1ab38166f6d","Ambulatorio Veterinario buenos Aires","clinic","","","","45.47493","9.21185","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_31efd9362b4fd391","Ambulatorio Veterinario","clinic","","","","45.43471","9.20083","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_b2f2504f91f02e97","Ambulatorio Veterinario Dr.bBelli","clinic","","","","45.44261","8.61513","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_384d9c920da8dfa9","Associazione Veterinaria Tsl","clinic","","","","41.56696","12.53549","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_f71f3984eaf4726c","Ambulatorio Veterinario Dr.rRffaele pPone","clinic","","","","44.67604","11.04508","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d995e69c60d4f518","Ambulatorio Veterinario Dott.pPva","clinic","","","","44.89575","11.83569","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_1b8e549fdf0e67ae","Ambulatorio Veterinario Dott.pPva","clinic","","","","44.87736","12.22935","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_4ccee2e2f1706d71","Ambulatorio Veterinario","clinic","","","","42.25435","12.16992","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_bc5f24d20f737e68","Studio Veterinario","clinic","","","","44.22632","8.41154","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_3afde39eef0ecc82","Ambulatorio Gallicano","clinic","","","","41.86471","12.83166","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6c45c50db5dec001","Studio Veterinario","clinic","","","","43.87941","7.63889","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_649c8f0fb44803a2","Centro Veterinario Myra","clinic","","","","40.31428","18.14206","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ada297c975fb7118","Ambulatorio Veterinario Dei Dottori Calcaterra E Ditrani","clinic","","","","45.31411","8.87498","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_3935a19c837a1325","Ambulatorio Vet.aAghiari","clinic","","","","43.53725","12.05624","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_716b665b1537d0b4","Ambulatorio Veterinario Città Di Bussero","clinic","","","","45.53590","9.37098","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_06eb9a0306f3418b","Ambulatorio Veterinario Dott.sS aBnes","clinic","","","","45.44359","11.96586","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_e01a9e056a2184ae","Clinica Veterinaria Citta'dD vVgevano","clinic","","","","45.31358","8.84552","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_b01c48f056248ee4","Ambulatorio Veterinario","clinic","","","","41.04723","16.88300","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_59c581b27f4515a5","Ambulatorio Veterinario Dott.Ssa I.L.sSiezia","clinic","","","","41.84969","12.42163","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_da977ada1791172e","Croce Azzurra Viterbo Srl","clinic","","","","42.42746","12.10649","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8444bcf36ff1a481","Ospedale Veterinario San Michele","clinic","","","","45.33016","9.39789","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_aecafa120f6978c0","Ambulatorio Veterinario Associato","clinic","","","","45.02268","7.64899","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ddf3aa3ea18a251a","Ambulatorio Veterinario Gazzada","clinic","","","","45.77757","8.82410","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ec561b5eb7f3c42e","Ambulatorio Veterinario Dr.Claudio Fratangeli","clinic","","","","42.74162","11.85542","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_2c062b25620a2a5f","Ambulatorio Veterinario Dott.Ssa S.Baroni-Dott.F.Buldrini","clinic","","","","44.47254","11.27244","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8677120f1efa812a","Studio","clinic","","","","44.11038","9.81227","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_104c9049a6800db1","Ambulatorio Veterinario Schievano","clinic","","","","45.46197","11.90681","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_0d3e25693da82110","Amb.Vet.Ass.Tusset Vianello","clinic","","","","45.38313","12.34684","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_aaf83b7e89b08e70","Ambulatorio Veterinario Vesuviano 2","clinic","","","","40.75531","14.43410","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_a177cc5423ac3a3c","Ambulatorio Veterinario","clinic","","","","44.72922","11.62839","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
